OSEBuildingID,Buildingtype,Primarypropertytype,Neighborhood,Propertygfaparking,Propertygfabuilding(S),Largestpropertyusetype,Largestpropertyusetypegfa,Energystarscore,Sourceeui(Kbtu/Sf),Steamuse(Kbtu),Ghgemissionsintensity,Latitude,Longitude,BuiltAge,avg_building,avg_floor,Allpropertynumber,log_Siteenergyuse,log_Totalghgemissions
456,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,115228,98055,Office,105563.0,83.0,168.3999939,0.0,0.19,47.629290000000005,-122.34194,20,213283.0,213283.0,2,15.549232903870847,3.675540889674756
457,NonResidential,Large Office,LAKE UNION,47656,56041,Office,63199.0,7.0,350.2999878,0.0,3.62,47.64776,-122.33923999999999,15,103697.0,103697.0,1,16.242067143001854,5.9267126698782855
458,NonResidential,Small- and Mid-Sized Office,NORTH,0,74880,Office,71751.0,56.0,224.6999969,0.0,0.48,47.70105,-122.32659,42,74880.0,74880.0,2,15.451513962201393,3.5779478934066544
459,NonResidential,Small- and Mid-Sized Office,NORTH,0,88774,Office,85339.0,53.0,221.8000031,0.0,0.47,47.69999,-122.32663000000001,37,88774.0,88774.0,2,15.612111869864268,3.7383836490170252
460,NonResidential,Large Office,NORTH,0,122250,Office,91281.0,93.0,136.3999939,0.0,0.32,47.69917,-122.3268,33,122250.0,122250.0,4,15.526715216194043,3.6529931755495273
461,NonResidential,Small- and Mid-Sized Office,NORTH,0,53730,Office,53730.0,20.0,277.2000122,0.0,0.62,47.70063,-122.32486999999999,37,53730.0,53730.0,2,15.372152784828279,3.498324092392878
462,NonResidential,Small- and Mid-Sized Office,DELRIDGE,0,55593,Office,55593.0,55.0,186.6999969,0.0,1.68,47.5671,-122.36416000000001,56,55593.0,55593.0,1,15.256499640803268,4.535069558308602
463,NonResidential,Large Office,LAKE UNION,60960,73096,Office,72066.0,54.0,204.6000061,0.0,0.24,47.622690000000006,-122.33223999999998,34,134056.0,134056.0,2,15.362038276150043,3.4882920885130893
464,NonResidential,Retail Store,GREATER DUWAMISH,0,158415,Retail Store,158415.0,25.0,358.60000610000003,0.0,2.87,47.5653,-122.33076000000001,11,158415.0,158415.0,1,16.924322200034133,6.119175911175262
492,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,28800,58195,Office,58195.0,81.0,161.3999939,0.0,0.24,47.62003,-122.35706,31,86995.0,86995.0,2,14.911343905616718,3.0378334495726262
467,NonResidential,Retail Store,BALLARD,0,164437,Retail Store,102653.0,62.0,276.0,0.0,1.98,47.66057,-122.36856999999999,17,164437.0,164437.0,3,16.727336302223932,5.787449376228771
468,NonResidential,Large Office,LAKE UNION,66234,118248,Office,118016.0,95.0,148.5,0.0,0.22,47.62402,-122.33755,7,184482.0,184482.0,3,15.550921167927571,3.7005609588877744
471,NonResidential,Large Office,LAKE UNION,52582,86700,Office,79384.0,96.0,117.3000031,0.0,0.16,47.622859999999996,-122.33803999999999,12,139282.0,139282.0,5,14.990533118839197,3.1166215908294443
473,NonResidential,Large Office,LAKE UNION,98700,172371,Office,168132.0,96.0,131.5,0.0,0.23,47.62383,-122.3356,7,271071.0,271071.0,3,15.876194075310229,4.1260047149499695
474,NonResidential,Warehouse,LAKE UNION,0,127800,Non-Refrigerated Warehouse,127800.0,56.0,64.40000153,0.0,0.23,47.62572,-122.33389,102,127800.0,127800.0,1,14.83345169152712,3.3854066957558313
475,NonResidential,Large Office,LAKE UNION,206597,353919,Office,372503.0,71.0,202.1999969,0.0,1.13,47.62855,-122.33035,14,560516.0,560516.0,2,17.219487273696753,6.449522105335317
476,NonResidential,Large Office,LAKE UNION,95000,131592,Office,131592.0,49.0,281.60000610000003,0.0,0.42,47.62621,-122.33128,15,226592.0,226592.0,2,16.29736488749208,4.550080219670131
481,NonResidential,Large Office,LAKE UNION,73673,136143,Office,113803.0,97.0,135.1999969,0.0,0.58,47.62137,-122.33743999999999,10,209816.0,209816.0,4,15.749561882579117,4.809579339246051
482,NonResidential,Large Office,LAKE UNION,109905,193198,Office,178628.0,97.0,123.6999969,0.0,0.23,47.62131,-122.33814,10,303103.0,303103.0,3,15.833005749260431,4.2426208788567585
484,NonResidential,Mixed Use Property,LAKE UNION,0,67380,Non-Refrigerated Warehouse,29732.0,66.0,94.19999695,0.0,1.1,47.620020000000004,-122.33686999999999,62,67380.0,67380.0,5,14.829228862746604,4.3054155323020415
489,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,20826,67236,Office,64752.0,80.0,165.6000061,0.0,0.27,47.62115,-122.3597,42,88062.0,88062.0,2,15.043852385945963,3.170105660498771
490,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,20416,66762,Office,66648.0,69.0,171.1000061,0.0,0.29,47.622240000000005,-122.3585,44,87178.0,87178.0,2,15.105462988457965,3.2315945972759756
491,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,20416,66762,Office,66747.0,86.0,164.3000031,0.0,0.28,47.622240000000005,-122.3585,46,87178.0,87178.0,2,15.06629836282187,3.192531849528599
493,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,21600,66400,Office,69691.0,75.0,157.0,0.0,0.28,47.62014,-122.35768,45,88000.0,88000.0,2,15.063954355110925,3.190064743014081
494,NonResidential,Medical Office,NORTHEAST,88405,108344,Medical Office,108344.0,5.0,411.5,0.0,2.43,47.65821,-122.31831000000001,28,196749.0,196749.0,2,16.76860230947871,6.169338728974656
495,NonResidential,Medical Office,NORTHEAST,95281,95995,Medical Office,95995.0,21.0,266.3999939,0.0,0.41,47.658840000000005,-122.3183,22,191276.0,191276.0,1,15.946460114727522,4.356580613342406
497,NonResidential,Warehouse,SOUTHWEST,0,98475,Non-Refrigerated Warehouse,98475.0,83.0,27.89999962,0.0,0.23,47.56885,-122.37121,19,98475.0,98475.0,1,13.90214376970844,3.110845080654496
498,NonResidential,Hospital,LAKE UNION,150455,201075,Hospital (General Medical & Surgical),215602.0,23.0,467.6000061000001,0.0,2.94,47.626670000000004,-122.32965,16,351530.0,351530.0,1,17.56993483922001,6.939864224899757
500,NonResidential,Supermarket / Grocery Store,NORTH,187878,121087,Supermarket/Grocery Store,121087.0,78.0,310.2000122,0.0,0.9,47.7237,-122.29231999999999,21,308965.0,308965.0,2,16.49054061194311,5.627549168656612
503,NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,0,63225,Supermarket/Grocery Store,63225.0,100.0,323.89999389999997,0.0,0.72,47.56895,-122.33775,8,63225.0,63225.0,1,15.690776191707346,3.8170527678369193
507,NonResidential,Warehouse,GREATER DUWAMISH,0,243044,Non-Refrigerated Warehouse,325424.0,100.0,9.0,0.0,0.17,47.56419,-122.34262,17,243044.0,243044.0,1,14.149180478906947,3.7328963395307104
514,NonResidential,Retail Store,NORTHWEST,0,131387,Retail Store,107931.0,72.0,234.5,0.0,0.84,47.72053,-122.34738999999999,19,131387.0,131387.0,1,15.987195992282102,4.704653464473042
515,NonResidential,Warehouse,NORTHWEST,0,94400,Non-Refrigerated Warehouse,67155.0,38.0,33.5,0.0,0.11,47.72377,-122.34095,17,94400.0,94400.0,1,13.572629114758502,2.3263016196113617
517,NonResidential,Supermarket / Grocery Store,NORTHWEST,0,144776,Wholesale Club/Supercenter,144776.0,56.0,246.1999969,0.0,1.64,47.72803,-122.34213999999999,32,144776.0,144776.0,1,16.41256059265393,5.469704358289212
518,NonResidential,Retail Store,NORTHWEST,0,114000,Retail Store,57805.0,79.0,302.0,0.0,4.85,47.7249,-122.34331999999999,49,114000.0,114000.0,2,16.66189815101945,6.315846128300357
519,NonResidential,Supermarket / Grocery Store,NORTHWEST,0,50083,Supermarket/Grocery Store,50065.0,78.0,454.20001219999995,0.0,3.17,47.7235,-122.34458000000001,19,50083.0,50083.0,2,15.974651402207014,5.068400930946398
520,NonResidential,Large Office,LAKE UNION,28645,95426,Office,96504.0,73.0,162.3999939,0.0,0.28,47.650859999999994,-122.35412,28,124071.0,124071.0,1,15.42321907585731,3.5524868292083815
521,NonResidential,Small- and Mid-Sized Office,LAKE UNION,36528,53472,Office,90000.0,84.0,136.0,0.0,0.3,47.64963,-122.35158,16,90000.0,90000.0,1,15.175906942834809,3.3021134234382563
522,NonResidential,Small- and Mid-Sized Office,LAKE UNION,33709,62332,Office,62232.0,70.0,273.10000610000003,0.0,0.39,47.64849,-122.35041000000001,15,96041.0,96041.0,2,15.504391244301475,3.630720539940404
523,NonResidential,Large Office,LAKE UNION,114829,166128,Office,152579.0,96.0,211.3000031,0.0,0.34,47.64822,-122.34848000000001,17,280957.0,280957.0,4,16.242568526320692,4.548282323781043
524,NonResidential,Large Office,LAKE UNION,103032,140302,Office,138995.0,89.0,187.3999939,0.0,0.35,47.64882,-122.34905,17,243334.0,243334.0,2,15.973281995138148,4.442768896629268
526,NonResidential,Large Office,GREATER DUWAMISH,121375,268920,Office,243018.0,95.0,99.30000305,0.0,0.14,47.55146,-122.32831999999999,34,390295.0,390295.0,2,15.854635836595133,3.980989209892869
527,NonResidential,Warehouse,GREATER DUWAMISH,0,90000,Non-Refrigerated Warehouse,70000.0,87.0,46.20000076,0.0,0.19,47.54983,-122.32858,49,90000.0,90000.0,2,14.172587883436698,2.843163674909384
530,NonResidential,Warehouse,BALLARD,0,63240,Non-Refrigerated Warehouse,63240.0,100.0,6.599999905,0.0,0.13,47.66724,-122.38553,75,63240.0,63240.0,1,12.335198674837853,2.0980179272527715
534,NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,0,106041,Non-Refrigerated Warehouse,106041.0,94.0,25.70000076,0.0,0.24,47.65567,-122.37478,19,106041.0,106041.0,1,13.932353596406116,3.2418107961506966
538,NonResidential,Large Office,DOWNTOWN,38186,143508,Office,150840.0,88.0,156.8000031,0.0,0.29,47.59963,-122.32796,14,181694.0,181694.0,3,15.848644513825358,3.9749978045895347
539,NonResidential,Retail Store,NORTHEAST,0,69492,Retail Store,69800.0,100.0,14.30000019,0.0,0.03,47.66178,-122.31812,29,69492.0,69492.0,1,12.672829799736451,0.7975071958841882
540,NonResidential,Warehouse,GREATER DUWAMISH,0,22780,Non-Refrigerated Warehouse,22780.0,33.0,55.40000153,0.0,0.12,47.54769,-122.3251,50,22780.0,22780.0,1,12.904335002490305,1.0296194171811581
543,NonResidential,Distribution Center,GREATER DUWAMISH,0,124472,Distribution Center,124423.0,62.0,65.40000153,0.0,1.91,47.54187,-122.32713999999999,49,124472.0,124472.0,2,15.51383112878169,5.469577975982566
774,NonResidential,Large Office,DOWNTOWN,98556,129000,Office,227556.0,95.0,117.1999969,0.0,0.26,47.60411,-122.33225,46,227556.0,227556.0,2,15.954802304029698,4.081090446543684
544,NonResidential,Distribution Center,GREATER DUWAMISH,0,50065,Distribution Center,49918.0,72.0,67.19999695,0.0,0.85,47.54187,-122.32713999999999,49,50065.0,50065.0,2,14.24045814408709,3.753027273937688
545,NonResidential,Distribution Center,GREATER DUWAMISH,0,57540,Distribution Center,57540.0,26.0,94.69999695,0.0,1.33,47.546209999999995,-122.33486,47,57540.0,57540.0,1,14.764340887809405,4.339640918177444
546,NonResidential,Warehouse,GREATER DUWAMISH,0,85400,Non-Refrigerated Warehouse,85400.0,49.0,56.5,0.0,0.13,47.54853,-122.32813999999999,50,85400.0,85400.0,1,14.245341883938432,2.372111155642656
547,NonResidential,Warehouse,GREATER DUWAMISH,0,55700,Non-Refrigerated Warehouse,55700.0,63.0,29.29999924,0.0,0.06,47.54912,-122.32818999999999,50,55700.0,55700.0,1,13.161211124475946,1.2864740258376797
548,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,53250,Office,52759.0,96.0,77.19999695,0.0,0.88,47.54965,-122.3278,52,53250.0,53250.0,2,14.40006269185088,3.8486571298063263
549,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,28427,50245,Office,78672.0,98.0,79.30000305,0.0,0.36,47.624759999999995,-122.34843000000001,29,78672.0,78672.0,1,14.594706871455491,3.354455119110024
550,NonResidential,Warehouse,NORTHWEST,0,64660,Non-Refrigerated Warehouse,64660.0,89.0,13.0,0.0,0.1,47.71286,-122.34421999999999,30,64660.0,64660.0,1,12.693157678389305,1.843719208158766
552,NonResidential,Distribution Center,GREATER DUWAMISH,0,161678,Distribution Center,162425.0,25.0,142.0,0.0,1.27,47.5701,-122.33341999999999,48,161678.0,161678.0,1,16.051659864483902,5.322082720098298
553,NonResidential,Distribution Center,GREATER DUWAMISH,0,101101,Distribution Center,101101.0,1.0,676.5999756,0.0,1.51,47.568740000000005,-122.33303000000001,67,101101.0,101101.0,1,16.897229225058453,5.028540697965091
554,NonResidential,Distribution Center,GREATER DUWAMISH,0,52613,Distribution Center,59504.0,80.0,37.29999924,0.0,0.61,47.57023,-122.33241000000001,36,52613.0,52613.0,1,13.875154228216772,3.4663607075685685
557,NonResidential,Supermarket / Grocery Store,NORTHWEST,7450,50734,Supermarket/Grocery Store,51722.0,41.0,620.2000122000001,0.0,7.12,47.69267,-122.35506000000001,13,58184.0,58184.0,2,16.50439574445213,6.026904082147361
558,NonResidential,Supermarket / Grocery Store,NORTH,0,58480,Supermarket/Grocery Store,44431.0,37.0,581.9000244,0.0,4.66,47.73315,-122.3105,36,58480.0,58480.0,1,16.21835130897384,5.6077853923216745
561,NonResidential,Large Office,LAKE UNION,124800,211900,Office,217977.0,95.0,113.5,0.0,0.16,47.620290000000004,-122.33078,11,336700.0,336700.0,3,16.019260024061797,4.00587758089977
562,NonResidential,Retail Store,LAKE UNION,159994,104014,Retail Store,98863.0,42.0,260.0,0.0,0.72,47.62,-122.33027,20,264008.0,264008.0,1,16.11184686791646,5.250229455740982
563,NonResidential,Small- and Mid-Sized Office,CENTRAL,0,62220,Office,60676.0,32.0,275.2999878,0.0,0.62,47.59367,-122.30957,102,62220.0,62220.0,3,15.510071206695093,3.6519561000093383
564,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,65430,Office,60732.0,89.0,100.3000031,0.0,1.38,47.59388,-122.31123999999998,46,65430.0,65430.0,2,14.972720474307073,4.502472787749749
565,NonResidential,Large Office,NORTHEAST,42440,59850,Office,83715.0,26.0,223.6999969,0.0,0.48,47.66517,-122.30186,10,102290.0,102290.0,2,15.617677431789199,3.895283681423848
568,NonResidential,Warehouse,GREATER DUWAMISH,0,323916,Non-Refrigerated Warehouse,263528.0,92.0,48.90000153,0.0,0.81,47.56407,-122.32765,25,323916.0,323916.0,2,15.897955646976447,5.5700605876983085
569,NonResidential,Mixed Use Property,GREATER DUWAMISH,0,304052,Office,218918.0,66.0,202.8999939,0.0,0.81,47.5928,-122.31598999999999,84,304052.0,304052.0,3,16.861336716902326,5.510804337673718
571,NonResidential,Distribution Center,GREATER DUWAMISH,0,98024,Distribution Center,63896.0,94.0,50.79999924,0.0,0.43,47.53687,-122.33316,27,98024.0,98024.0,2,14.502807911601948,3.7436043538031827
573,NonResidential,Large Office,LAKE UNION,66620,77953,Office,78521.0,62.0,205.3000031,0.0,0.25,47.62488,-122.33006999999999,26,144573.0,144573.0,2,15.451598190993131,3.5779478934066544
574,NonResidential,Retail Store,NORTH,0,302812,Retail Store,302812.0,97.0,63.90000153,0.0,0.43,47.70759,-122.3255,66,302812.0,302812.0,1,15.802127197726676,4.8620579432664615
575,NonResidential,Small- and Mid-Sized Office,NORTHWEST,0,86400,Office,78200.0,53.0,231.1999969,0.0,3.4,47.707440000000005,-122.33171000000002,42,86400.0,86400.0,1,16.02158717348203,5.682047982510195
577,NonResidential,Small- and Mid-Sized Office,NORTHWEST,0,86483,Office,86483.0,56.0,231.0,0.0,0.51,47.70732,-122.33278999999999,35,86483.0,86483.0,2,15.665733334658523,3.7921127087555884
578,NonResidential,Distribution Center,DELRIDGE,0,51600,Distribution Center,34400.0,75.0,55.90000153,0.0,0.43,47.53926,-122.34143,40,51600.0,51600.0,2,13.932887400024097,3.095577608523707
579,NonResidential,Warehouse,DELRIDGE,0,140520,Non-Refrigerated Warehouse,140520.0,61.0,36.09999847,0.0,0.41,47.53689,-122.33847,48,140520.0,140520.0,1,14.61549755947024,4.055776969072842
580,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,62380,91649,Office,91645.0,95.0,145.6999969,0.0,0.38,47.631159999999994,-122.34193,30,154029.0,154029.0,2,15.349448006100403,4.075501474420621
584,NonResidential,Warehouse,GREATER DUWAMISH,0,50417,Non-Refrigerated Warehouse,50417.0,14.0,73.90000153,0.0,1.16,47.526959999999995,-122.32913,36,50417.0,50417.0,1,14.429290344441789,4.071928522937768
585,NonResidential,Medical Office,NORTHWEST,0,133298,Medical Office,133298.0,21.0,305.10000610000003,0.0,2.22,47.70449,-122.33272,55,133298.0,133298.0,1,16.565405846049117,5.688601152660537
586,NonResidential,Retail Store,NORTH,0,168619,Retail Store,173106.0,78.0,105.0,0.0,0.54,47.70759,-122.3255,51,168619.0,168619.0,1,15.680493924142898,4.511957804265912
589,NonResidential,Large Office,LAKE UNION,71385,104500,Office,103970.0,91.0,195.8999939,0.0,0.26,47.6244,-122.33157,16,175885.0,175885.0,2,15.685214766437552,3.811539466849824
590,NonResidential,Warehouse,GREATER DUWAMISH,0,104786,Non-Refrigerated Warehouse,104786.0,93.0,23.60000038,0.0,0.23,47.56089,-122.33474,47,104786.0,104786.0,1,13.84349226773443,3.17220341666977
595,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,53620,Office,53620.0,86.0,114.0,0.0,0.41,47.5563,-122.33186,68,53620.0,53620.0,1,14.537709251922358,3.096482176654134
596,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,50008,Office,50008.0,62.0,162.1000061,0.0,1.31,47.55623,-122.33316,78,50008.0,50008.0,1,14.979352691250801,4.178992036282385
597,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,100176,191000,Office,194674.0,98.0,106.59999850000001,0.0,0.17,47.6252,-122.36737,7,291176.0,291176.0,2,15.711231840121398,3.9068094383752587
598,NonResidential,Warehouse,GREATER DUWAMISH,0,50832,Non-Refrigerated Warehouse,43920.0,63.0,77.90000153,0.0,2.11,47.565490000000004,-122.33221,59,50832.0,50832.0,2,14.752004719155687,4.674323044676408
599,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,0,76354,Refrigerated Warehouse,76486.0,70.0,116.40000149999999,0.0,0.27,47.56158,-122.32753999999998,45,76354.0,76354.0,1,14.860382173891185,3.0101281538377234
600,NonResidential,Warehouse,GREATER DUWAMISH,0,98480,Non-Refrigerated Warehouse,98480.0,65.0,81.19999695,0.0,0.4,47.56558,-122.32888999999999,60,98480.0,98480.0,1,14.856340296883664,3.676300671907076
601,NonResidential,Mixed Use Property,LAKE UNION,0,53002,Retail Store,31602.0,75.0,168.3000031,0.0,1.21,47.66113,-122.33572,112,53002.0,53002.0,4,15.051459604246022,4.1588830833596715
604,NonResidential,Large Office,LAKE UNION,0,124721,Office,107594.0,58.0,252.1999969,0.0,2.93,47.63,-122.3396,45,124721.0,124721.0,4,16.447268526228218,5.902059398240283
605,NonResidential,Small- and Mid-Sized Office,LAKE UNION,0,94002,Office,93905.0,70.0,189.3000031,0.0,0.42,47.633759999999995,-122.33968,46,94002.0,94002.0,2,15.549329071952593,3.675540889674756
606,NonResidential,Warehouse,GREATER DUWAMISH,0,93020,Non-Refrigerated Warehouse,93020.0,60.0,42.29999924,0.0,0.09,47.55515,-122.3275,42,93020.0,93020.0,1,14.040511483290937,2.166765369851511
607,NonResidential,Supermarket / Grocery Store,SOUTHEAST,0,61053,Supermarket/Grocery Store,54434.0,32.0,578.7000122000001,0.0,5.02,47.52095,-122.26825,14,61053.0,61053.0,2,16.390655836835066,5.725217755376266
608,NonResidential,Large Office,DOWNTOWN,0,154159,Office,193154.0,100.0,28.0,0.0,0.19,47.59878,-122.33458,103,154159.0,154159.0,1,16.23105971622809,3.382014562245381
609,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0,78920,Office,78564.0,88.0,113.09999850000001,0.0,0.25,47.59895,-122.33379,112,78920.0,78920.0,1,14.856025668761925,2.982140320034524
